metric,comid,data_type,gageid,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage
Peak_Fre_10,22598811,observed,10255885,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22598811,observed,10255885,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22598811,observed,10255885,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22593463,observed,10256500,88.5,predicted,120.1875,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22593463,observed,10256500,327,predicted,307.375,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22593463,observed,10256500,0.995,predicted,1.26939096171854,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,22593463,observed,10256500,2.761,predicted,1.78877447988462,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,22593463,observed,10256500,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22593463,observed,10256500,3.3729028872384363,predicted,3.6947249118387,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22593463,observed,10256500,19,predicted,42,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22593463,observed,10256500,0.07142857142857142,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22593463,observed,10256500,147,predicted,132.5,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22593463,observed,10256500,23,predicted,9.44070138833225,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,22593463,observed,10256500,187,predicted,196.816666666666,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22593463,observed,10256500,115,predicted,100,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22593463,observed,10256500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22593463,observed,10256500,2,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22593463,observed,10256500,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22593463,observed,10256500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22593463,observed,10256500,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22593463,observed,10256500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22593463,observed,10256501,135,predicted,120.1875,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22593463,observed,10256501,306,predicted,307.375,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22593463,observed,10256501,3.6,predicted,1.26939096171854,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,22593463,observed,10256501,4.1,predicted,1.78877447988462,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,22593463,observed,10256501,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22593463,observed,10256501,15.996941014725978,predicted,3.6947249118387,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,22593463,observed,10256501,19,predicted,42,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22593463,observed,10256501,0.041666666666666706,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,22593463,observed,10256501,119,predicted,132.5,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22593463,observed,10256501,26,predicted,9.44070138833225,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,22593463,observed,10256501,181,predicted,196.816666666666,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22593463,observed,10256501,99.5,predicted,100,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22593463,observed,10256501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22593463,observed,10256501,2,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22593463,observed,10256501,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22593463,observed,10256501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22593463,observed,10256501,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22593463,observed,10256501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22593463,observed,10256550,102,predicted,120.1875,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22593463,observed,10256550,332,predicted,307.375,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,22593463,observed,10256550,0,predicted,1.26939096171854,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,22593463,observed,10256550,0.9700000000000017,predicted,1.78877447988462,0,indeterminate,low,FALSE,Non-Ref
FA_Dur,22593463,observed,10256550,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22593463,observed,10256550,1.831196137733449,predicted,3.6947249118387,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,22593463,observed,10256550,7,predicted,42,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22593463,observed,10256550,0.11394110275689223,predicted,0.0625000000000001,0,indeterminate,high,FALSE,Non-Ref
SP_Dur,22593463,observed,10256550,83,predicted,132.5,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,22593463,observed,10256550,4,predicted,9.44070138833225,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,22593463,observed,10256550,255,predicted,196.816666666666,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,22593463,observed,10256550,149,predicted,100,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,22593463,observed,10256550,21,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,22593463,observed,10256550,37,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22593463,observed,10256550,5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,22593463,observed,10256550,2,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_2,22593463,observed,10256550,5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,22593463,observed,10256550,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591931,observed,10257499,384,predicted,315,-1,likely_altered,late,FALSE,Non-Ref
FA_Dur,22591931,observed,10257499,0,predicted,4,NA,not_enough_data,undeterminable,NA,Non-Ref
SP_ROC,22591931,observed,10257499,0.5384615384615385,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,22591931,observed,10257499,129,predicted,156.1625,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22591931,observed,10257499,1.37,predicted,5.82650927629037,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,22591931,observed,10257499,255,predicted,163.6,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,22591931,observed,10257499,109,predicted,96.375,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22591931,observed,10257499,34,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,22591931,observed,10257499,120,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22591931,observed,10257499,71,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,22591931,observed,10257499,2,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_2,22591931,observed,10257499,11,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,22591931,observed,10257499,8.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,22591931,observed,10257501,109.5,predicted,107,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591931,observed,10257501,303.5,predicted,315,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22591931,observed,10257501,0.25,predicted,0.366143000909707,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,22591931,observed,10257501,0.3980000000000002,predicted,0.51298363472905,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,22591931,observed,10257501,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22591931,observed,10257501,1.4405490996047972,predicted,1.35573982501078,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22591931,observed,10257501,19,predicted,42.8666666666666,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22591931,observed,10257501,0.0615808823529412,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22591931,observed,10257501,155,predicted,156.1625,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22591931,observed,10257501,5.8,predicted,5.82650927629037,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,22591931,observed,10257501,160.5,predicted,163.6,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22591931,observed,10257501,95,predicted,96.375,0,indeterminate,unknown,TRUE,Non-Ref
Peak_Dur_10,22591931,observed,10257501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22591931,observed,10257501,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22591931,observed,10257501,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22591931,observed,10257501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22591931,observed,10257501,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22591931,observed,10257501,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22591891,observed,10257548,148,predicted,149.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591891,observed,10257548,325,predicted,284,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,22591891,observed,10257548,0,predicted,1.35222481841265,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,22591891,observed,10257548,3.5400000000000036,predicted,2.33102295957674,0,indeterminate,unknown,TRUE,Non-Ref
FA_Dur,22591891,observed,10257548,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,22591891,observed,10257548,180.80842526882742,predicted,10.6898304456857,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,22591891,observed,10257548,1.5,predicted,48,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,22591891,observed,10257548,0.0714285714285715,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22591891,observed,10257548,122,predicted,118.858333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22591891,observed,10257548,304,predicted,29.2434140756158,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,22591891,observed,10257548,180,predicted,162.25,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22591891,observed,10257548,119,predicted,100,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22591891,observed,10257548,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22591891,observed,10257548,31,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22591891,observed,10257548,3,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22591891,observed,10257548,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22591891,observed,10257548,6,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,22591891,observed,10257548,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22591891,observed,10257549,127,predicted,149.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591891,observed,10257549,293,predicted,284,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22591891,observed,10257549,0,predicted,1.35222481841265,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,22591891,observed,10257549,0.9280000000000131,predicted,2.33102295957674,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,22591891,observed,10257549,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22591891,observed,10257549,1.466104762314233,predicted,10.6898304456857,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,22591891,observed,10257549,5,predicted,48,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,22591891,observed,10257549,0.0565007132171311,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22591891,observed,10257549,64,predicted,118.858333333334,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,22591891,observed,10257549,29.6,predicted,29.2434140756158,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,22591891,observed,10257549,222,predicted,162.25,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,22591891,observed,10257549,99,predicted,100,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22591891,observed,10257549,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22591891,observed,10257549,365,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22591891,observed,10257549,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22591891,observed,10257549,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22591891,observed,10257549,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22591891,observed,10257549,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22591891,observed,10257550,140,predicted,149.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591891,observed,10257550,316,predicted,284,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,22591891,observed,10257550,2.25,predicted,1.35222481841265,0,indeterminate,unknown,TRUE,Non-Ref
DS_Mag_90,22591891,observed,10257550,9.680000000000007,predicted,2.33102295957674,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,22591891,observed,10257550,2.5,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,22591891,observed,10257550,107.50190494490127,predicted,10.6898304456857,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,22591891,observed,10257550,2,predicted,48,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,22591891,observed,10257550,0.0714285714285715,predicted,0.0714285714285714,0,indeterminate,unknown,TRUE,Non-Ref
SP_Dur,22591891,observed,10257550,107,predicted,118.858333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22591891,observed,10257550,304,predicted,29.2434140756158,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,22591891,observed,10257550,204,predicted,162.25,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22591891,observed,10257550,145,predicted,100,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22591891,observed,10257550,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22591891,observed,10257550,29,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22591891,observed,10257550,4,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,22591891,observed,10257550,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22591891,observed,10257550,6,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,22591891,observed,10257550,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22591957,observed,10257720,153.5,predicted,135.25,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22591957,observed,10257720,295,predicted,300.541666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22591957,observed,10257720,0.13,predicted,0.420355675644249,0,indeterminate,low,FALSE,Non-Ref
DS_Mag_90,22591957,observed,10257720,0.28600000000000003,predicted,0.669151387647219,0,indeterminate,low,FALSE,Non-Ref
FA_Dur,22591957,observed,10257720,5.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22591957,observed,10257720,2.283374951863279,predicted,1.43657848504117,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22591957,observed,10257720,18,predicted,44,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22591957,observed,10257720,0.08901515151515149,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,22591957,observed,10257720,140,predicted,142.166666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22591957,observed,10257720,2.6550000000000002,predicted,4.71787914123388,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,22591957,observed,10257720,144.5,predicted,160.958333333333,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,22591957,observed,10257720,61,predicted,97.3,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,22591957,observed,10257720,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,22591957,observed,10257720,24,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,22591957,observed,10257720,6,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,22591957,observed,10257720,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22591957,observed,10257720,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22591957,observed,10257720,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,948100388,observed,10259050,244.5,predicted,286.395833333333,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,948100388,observed,10259050,9,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,948100388,observed,10259050,6.725595491406187,predicted,194.693913262535,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,948100388,observed,10259050,26,predicted,47.6875,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,948100388,observed,10259050,0.09067780337941629,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,948100388,observed,10259050,82,predicted,104.375,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,948100388,observed,10259050,164.15,predicted,614.324951541919,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,948100388,observed,10259050,162.5,predicted,178.333333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,948100388,observed,10259050,73,predicted,106.733333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,948100388,observed,10259050,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,948100388,observed,10259050,9,predicted,3,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,948100388,observed,10259050,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,948100388,observed,10259050,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,948100388,observed,10259050,2.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,948100388,observed,10259050,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22592737,observed,10259540,47,predicted,161.2,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,22592737,observed,10259540,360,predicted,282.95,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,22592737,observed,10259540,65,predicted,14.8870957471681,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,22592737,observed,10259540,69.1,predicted,50.7167278939903,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,22592737,observed,10259540,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,22592737,observed,10259540,130.97089362674814,predicted,516.938924727271,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,22592737,observed,10259540,20,predicted,44.5125,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,22592737,observed,10259540,0.029850746268656716,predicted,0.0714285714285714,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,22592737,observed,10259540,121,predicted,89.5,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22592737,observed,10259540,97.5,predicted,1380.5702642329,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,22592737,observed,10259540,224,predicted,182.475,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22592737,observed,10259540,194,predicted,115.729166666667,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,22592737,observed,10259540,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22592737,observed,10259540,7,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22592737,observed,10259540,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22592737,observed,10259540,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22592737,observed,10259540,3.5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,22592737,observed,10259540,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22658309,observed,10260500,196,predicted,168.55,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22658309,observed,10260500,262,predicted,290.7,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,22658309,observed,10260500,3.28,predicted,8.60281267806954,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,22658309,observed,10260500,8.2,predicted,17.6229251619119,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,22658309,observed,10260500,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22658309,observed,10260500,15.125272819307254,predicted,63.5353625466103,-1,likely_altered,low,FALSE,Non-Ref
