,OoverE.d,MMI.d,OoverE.sba,MMI.sba,OoverE.hybrid,MMI.hybrid
404BA1166_06/10/08_1,1.181338823,0.329825508,1.204913154,0.767051965,1.089590036,0.558922762
404S00808_06/22/10_1,1.006047312,0.350408334,0.80375947,0.931724169,1.100350084,0.823148023
404S01128_06/23/10_1,0.904567102,0.41061756,0.220108103,0.621787049,0.744611544,0.546463055
404S08616_05/13/09_2,0.902783942,0.377903644,0.79913326,0.814380298,0.790791317,0.819836368
404S11880_06/07/11_2,0.749172311,0.37356133,0.780547204,0.333404246,0.736332429,0.369120144
404S25668_06/23/10_2,0.964744943,0.431893805,0.506571391,0.35730072,0.90966796,0.555654826
404S35418_06/25/12_2,0.669565975,0.606320268,0.416585814,0.942179063,0.582337697,0.790042037
404S45622_06/03/13_2,1.011153805,0.779191278,0.890746189,1.073558235,1.016650956,0.88353825
405BH2Axx_06/16/10_2,1.149115927,0.787178172,0.549937843,0.985903403,0.930318,0.838875704
405BH2Axx_06/16/10_3,1.244875587,0.737396346,0.366625228,0.942179063,1.0543604,0.684373743
405BH2Bxx_06/16/10_1,1.2250943,0.666085902,0.547281148,0.93919539,0.924010525,0.586405645
405BH3Axx_06/17/10_2,0.538564989,1.263995059,0.654578724,1.143358199,0.528156122,1.13185121
405BH3Axx_06/17/10_3,0.646277987,0.89239533,0.654578724,1.111651204,0.594175637,0.988387811
405BH3Bxx_06/17/10_1,0.646018251,1.324356354,0.654186179,1.167138444,0.544095468,1.181058683
405PS0030_05/21/08_1,0.646453705,1.010623238,0.661818163,1.166706448,0.489404875,1.017620496
405PS0036_05/28/08_2,0.972901547,0.850610082,0.48186093,1.204754841,0.869655405,0.795441642
405WER318_03/27/09_1,0.863461712,1.057340215,0.332524667,0.762905462,0.672751599,0.883752773
405WER318_04/30/09_1,1.055342093,1.042789884,0.546028078,0.817169891,0.886664919,0.960861159
405WER318_06/02/09_1,1.055342093,1.023547337,0.293015479,0.908171243,0.791168087,0.92798609
405WER318_07/07/09_1,0.863461712,1.114507271,0.861597051,0.908454723,0.820102454,0.882231037
408BA0036_05/05/08_1,0.546996623,0.257330933,1.201043307,0.098705966,0.525826595,0.538675917
408BA0036_06/02/14_1,1.230742403,0.59102819,0.964419455,0.532204395,1.000194764,0.742744349
408BA0036_06/02/14_2,1.230742403,0.422879657,0.964419455,0.540237489,1.000194764,0.804460513
408BA0660_05/06/08_1,0.898248213,0.335278474,0.851282093,0.13691919,0.829014353,0.339107742
408BA0836_05/07/08_1,0.944022983,0.254259535,0.664613046,0.484173273,0.763813909,0.352702967
412BH1Axx_06/15/10_3,0.750888609,0.557060024,0.376117907,0.867912596,0.595630295,0.559965841
412BH1Bxx_06/15/10_1,0.656715885,0.476034017,0.375638641,0.975903403,0.654721277,0.715277904
412BH1Cxx_06/15/10_1,0.84448024,0.717312619,0.375638641,0.975903403,0.714157491,0.634682053
412BH4Bxx_06/18/10_1,0.77634682,0.389386475,0.438793598,0.784668362,0.630446101,0.714895501
412BH4Cxx_06/18/10_2,0.777830829,0.471317245,0.434178857,0.966952384,0.693373172,0.661980942
412BH4Cxx_06/18/10_3,0.777830829,0.345707667,0.434178857,0.867899222,0.624035854,0.790153302
412PS0020_05/14/08_1,0.483571549,0.831071058,0.436984764,0.272005297,0.568128681,0.813920273
412PS0052_05/20/08_2,0.724103831,0.332322243,0.922988325,0.353497951,0.74831058,0.450294336
504FC1115_06/19/14_1,1.031687486,1.022881151,1.02905074,0.973249207,1.168805806,0.961015018
504PS0295_07/05/11_2,1.09498439,1.348256944,0.574280572,1.155260477,1.05501725,1.075492213
504WE0527_07/02/13_2,1.01280953,1.038697195,1.131146146,0.881134124,1.105255861,1.037863291
505BMCMCR_08/04/10_2,0.976705399,1.350568568,0.97855748,1.053352084,1.065160988,1.150422657
505FC1275_07/31/14_1,0.895462171,1.010076033,1.025289778,0.958231101,1.023105284,0.910775844
505PS0110_08/03/10_1,0.857089253,1.125845221,0.786167396,1.250369305,0.858001925,1.127774994
505PS0156_08/13/08_2,0.935880458,0.947225347,0.815457421,1.133414104,1.029348134,0.818641771
505PS1180_08/07/13_1,1.023054512,0.692266671,1.013151269,1.053352084,1.01980623,0.923670884
506PS0003_07/02/08_1,1.002802802,0.893315044,0.741522057,1.109633858,1.058962069,0.900253738
506PS0003_07/28/09_1,1.114225335,1.027399749,0.97858553,0.774359135,1.129242766,0.815183563
506PS0003_07/29/08_1,0.891380268,0.965360984,1.131732076,1.081905095,0.968725606,1.010727035
507MZCAML_07/17/12_2,0.945604567,1.020167196,0.751186199,1.053352084,0.963911022,0.829314452
508PS0298_07/20/11_2,1.156421063,1.138989212,1.277505769,0.866407386,1.155551025,0.940797386
509ACNFPP_07/30/08_1,1.125192801,0.856173513,0.985152173,1.098994091,1.036805949,0.939671309
509ACNFPP_09/16/08_1,1.227483055,0.95083193,0.656837534,0.878578048,1.180088878,0.843423711
509BCCBPW_05/21/09_1,1.10530217,0.955172564,0.173783107,0.685655322,0.772209804,0.970161093
509BCCBPW_06/10/09_1,0.803856123,1.13355377,1.031052959,1.040697887,0.925312886,1.094226295
509BCCBPW_07/09/09_1,1.004820154,0.858501684,1.157582249,1.122163742,1.075399256,0.965443753
509BCCBPW_08/10/09_1,1.10530217,1.081183715,0.178660886,0.651930982,0.798881521,0.898662564
509ICPPCX_07/30/08_1,0.982773507,0.893804037,0.965814461,0.822226816,1.077892835,0.756391803
509PCDTWR_07/15/08_1,1.037429745,1.008090154,0.979371064,0.844092235,1.257742398,0.906216787
509PS0049_08/26/10_1,1.019538817,0.947285535,1.680452876,0.998655384,1.171952591,0.79866185
509PS0085_09/07/11_2,0.992116803,1.004592107,0.481779273,1.167138444,0.899333643,0.859404524
509PS0234_07/21/11_1,1.226343114,1.203169014,1.140564999,1.170122117,1.144636994,0.979149652
511PS0401_09/23/10_2,0.951636547,0.514260887,0.432290027,0.907528511,0.749619591,0.476093027
513BTCACC_09/10/08_2,1.09628683,1.218912174,1.102610427,0.941747067,0.949024111,1.120414377
513PS0008_06/11/09_1,1.042757799,1.044904929,1.668813482,0.966556579,1.172653601,1.072619742
513PS0008_06/25/08_1,0.955861315,1.047023594,1.191706046,1.146218852,1.17030606,0.968996628
513PS0008_08/07/08_1,1.129654282,1.082332226,0.482848622,0.86194525,1.253894228,0.883043559
513PS0088_08/17/09_2,0.873819197,1.02813032,0.209766918,0.818392702,0.632114199,0.920837301
513UNCAKC_05/20/09_1,1.094940079,1.144648303,0.976338219,0.858807588,1.229841716,1.109130476
513UNCAKC_06/04/09_1,0.995400072,0.795345768,0.487657951,0.840155602,1.056152832,0.924362708
513UNCAKC_07/13/09_1,1.094940079,0.939406879,0.670521524,1.040697887,1.178375103,0.941172348
513UNCAKC_08/13/09_1,1.094940079,1.085476332,0.795933304,1.010553955,1.169720072,1.132237686
513UNCAKC_09/10/08_1,1.194480086,0.921465653,0.967045123,0.682003505,1.216555961,0.879985769
513UNCAKC_09/10/08_2,0.995400072,0.901290213,0.967045123,0.682137134,1.013796634,0.976667657
514BRUUPX_10/09/08_2,0.984772076,1.055978785,1.223524532,1.124703595,1.075871696,0.982203079
514DNCLDC_07/22/10_1,0.559549078,1.001729188,1.508547392,1.148973012,0.924074694,1.111572326
514DNCLDC_09/07/10_1,0.799355825,0.754753663,0.927219248,1.114748727,1.162526996,0.95129875
514FC1215_05/27/14_1,1.091679076,1.119459954,0.511757704,0.478919219,0.914759184,0.856149006
514FC1278_05/28/14_1,0.947958099,1.047992873,1.209377302,1.134232521,1.143551986,1.074723689
514LNCASC_08/18/11_1,0.935940749,0.662445167,1.436791294,0.980175705,0.987881384,0.97367592
514SBCAMR_08/17/11_1,0.944949195,1.038942996,1.439363739,1.019627744,0.8909791,0.937840593
515CR1050_06/23/14_1,0.972655479,0.881428848,NA,NA,0.709016307,0.981497276
515PS0106_09/24/08_2,0.948680786,0.849174925,0.212158271,1.000676724,0.835751609,0.906960578
515PS0430_07/07/11_2,1.163686929,1.240319453,0.891255337,0.639724149,1.118356283,1.103810131
516PS0324_06/28/12_1,0.962748456,1.037890618,1.132203711,0.700532998,1.196530523,0.872662311
516PS0324_06/28/12_2,1.203435571,1.116615455,0.880602886,0.695456782,1.196530523,0.748817958
517FC1248_06/17/14_1,1.049524228,1.041860975,1.187452953,1.231162183,1.25363831,1.103335408
517FCA046_07/11/13_1,0.964588949,1.09065784,0.852091749,0.828336797,1.093809856,1.168776952
518CPCRCR_08/14/08_1,1.163320262,0.998939302,0.932838863,1.133414104,0.979978977,0.850091571
518CR0909_09/16/13_1,1.213426471,0.694216931,NA,NA,0.896843544,0.693840684
518FC1060_09/18/14_1,1.147143674,0.837043897,1.102068622,0.658436379,1.04816575,0.699404609
518FC1350_07/29/14_1,1.102618557,0.729400418,0.231591369,1.000676724,0.893313627,0.728693592
518FRM117_06/17/13_1,1.118287615,1.278097234,0.682434721,0.676842293,1.169264307,0.981189171
518GZCUPx_08/20/08_1,1.256207033,0.923052578,0.492747717,1.278112925,0.93216705,0.930136861
518PS0001_07/28/08_1,1.208997635,0.98236489,0.760079517,1.166706448,1.082342523,0.661224017
518PS0029_06/30/09_1,1.030867448,0.354115476,0.521083939,1.119607666,0.96725334,0.697670624
518PS0089_08/01/12_1,0.982038954,0.615087597,0.371604669,0.901636936,1.077262142,0.515126242
518PS0113_07/09/12_2,0.847784623,0.970311238,0.929246041,1.037452324,1.034832625,1.151295854
518RCNAPC_08/06/08_1,1.048610152,0.944877102,0.660938726,1.166706448,0.947273432,0.749081278
519CR0904_07/22/13_1,1.105216649,1.076384686,NA,NA,0.766430161,0.841730732
519PS0002_06/26/08_1,1.039277761,0.910684271,0.961787538,0.335083421,1.00374573,0.943275466
519PS0002_07/17/08_1,0.909368041,0.922174482,0.958589653,0.483131463,0.902921523,0.85742704
519PS0002_07/22/09_1,0.38972916,0.949910493,0.958145764,0.572383852,0.501871258,0.993820358
519PS0198_07/15/09_2,1.196863502,0.635789782,0.867774514,0.734720191,1.248643555,0.96420016
519PS0253_07/23/09_2,0.95785346,0.757272993,0.211928257,0.834215004,0.723463346,0.629559076
519PS0278_07/07/10_1,0.838832506,0.816138188,1.09785593,0.78815425,0.944465898,0.990364821
519PS0402_09/28/10_2,1.203570129,0.780429066,0.434640982,0.933375678,1.12655213,0.656455825
519PS0449_09/06/11_2,0.942819845,0.884296273,0.20056707,0.834215004,0.689180101,0.814087191
519PS0514_06/26/12_1,0.771174239,0.582151373,0.168479609,0.78151995,0.673008534,0.52619948
519PS0561_06/27/12_2,0.477298638,0.900854447,0.800378052,0.184972885,0.511581288,0.847142775
519PS0578_05/29/13_2,1.161014746,0.900671641,0.224013088,0.834215004,0.92641192,0.502720886
519SCRAMR_07/09/08_1,1.091446459,0.662598711,0.212782324,1.167138444,0.954973971,0.535869109
520PS0007_06/26/08_1,1.0945951,1.086175617,0.677346783,0.664117992,1.125311825,0.890839317
520PS0135_07/29/09_2,1.045465328,1.076816195,0.656560816,0.975903403,0.932700121,1.074995404
520PS0199_08/23/10_2,1.194548327,1.076942752,1.202631906,0.889487615,1.230946516,0.945249862
520PS0455_06/05/13_1,1.176591679,0.998933622,0.667730669,0.946654573,1.02341547,0.97049328
520PS0455_06/05/13_2,1.092549416,1.09741051,0.667730669,0.785100358,1.077279442,1.023946896
522MFSCRB_09/18/08_2,1.15653934,0.800963627,1.271894536,0.898454723,1.3398541,0.991667613
522PS0504_06/11/13_2,0.925722959,1.008723481,0.482023436,1.012611416,0.924814128,1.160106712
524PS0202_09/20/12_2,1.090104033,1.122652622,0.978813384,0.649486916,1.136507376,0.850762132
524PS0650_07/01/14_1,1.067287892,1.276706495,1.17472441,1.278112925,1.153042644,1.117451132
524PS0650_07/01/14_2,0.948700348,1.049046597,1.17472441,1.278112925,1.070682455,1.083553648
526PS0072_08/27/08_1,1.185729506,0.726865418,0.410095077,1.166706448,0.784948425,0.670668849
526PS0072_09/23/08_1,1.185729506,0.852412662,0.464761559,1.188901344,0.966803029,0.881846949
526PS0220_08/25/08_2,0.942976954,0.770988044,0.591047429,1.003727983,0.890502504,0.776534462
526PS0504_09/02/09_2,1.04298164,0.782418183,0.802675243,1.053352084,1.098647292,0.944946086
526PS0948_07/12/11_2,1.012047459,0.958747638,0.36254285,1.111651204,0.893493679,0.819380081
526PSCBBL_08/27/08_1,0.774103599,0.390601607,0.978765081,1.052158986,0.906679517,0.947758641
527PS0388_09/02/09_2,0.957377179,0.783133357,0.821037493,1.006973547,1.00462256,0.870611108
527PS1156_08/21/12_2,0.989091417,1.217653546,1.494274877,1.143103752,1.262709476,1.197020353
531PS0169_06/11/09_1,0.966816109,0.848906386,0.312650129,0.966952384,0.649898692,0.421313457
531PS0365_09/16/10_2,0.65614901,0.777254259,0.522900077,0.892672543,0.728069923,0.894237625
532FC1181_06/05/14_1,1.084489546,1.01544302,1.14675212,1.11881202,1.143598291,1.146704744
532FC1271_07/10/14_1,1.152938661,1.29456997,0.983033508,1.152104364,1.036084247,1.182964962
532PS0062_09/08/10_2,1.127191838,0.85695348,1.401899706,1.029040379,1.162094384,0.930878964
532PS0071_09/21/11_1,0.905821022,0.310822076,1.077639224,0.967663461,0.920156342,0.788504725
533FC1043_06/04/14_1,1.196818427,1.167337735,1.289556125,1.10345357,1.320805223,0.949108353
534CYCANB_04/01/09_1,0.915990601,0.79265458,0.785224614,0.876191109,0.935698348,0.802042724
534CYCANB_05/05/09_1,1.017767334,0.629030995,0.326892071,0.867912596,0.747258856,0.728461626
534CYCANB_06/02/09_1,0.814213867,0.361878296,1.03092934,0.548103765,0.891867237,0.57842521
534CYCANB_06/19/08_1,0.915990601,0.86460713,0.717137234,0.788083942,0.973195728,0.897716111
534CYCANB_07/14/09_1,0.814213867,0.917810122,1.008633325,0.812115655,1.007868161,0.938249994
534PS0043_07/29/09_2,1.213635957,1.002785799,0.993927263,1.067514434,1.123495311,1.037327148
539CCRARR_05/06/10_1,1.010632955,0.955788196,1.368151927,1.057749686,1.141303455,0.797670601
539CCRARR_06/12/08_1,1.010632955,0.804005738,1.022277038,0.76374877,1.097227486,0.664768527
539CCRARR_06/30/10_1,1.010632955,1.293267434,1.547726438,0.806787487,1.314796052,0.869437873
539CCRARR_07/21/10_1,0.808506364,0.805003131,1.381310451,0.652621058,1.130609482,0.588668981
539NDCACC_05/05/09_1,1.180794243,1.066985531,0.891640568,1.085883326,0.906634591,1.030894569
539NDCACC_06/15/09_1,1.089963917,0.999320285,0.986882032,1.052158986,0.978917449,1.021749493
539NDCACC_09/10/09_1,1.180794243,1.036671842,NA,NA,0.703530605,1.065754749
539NDCACC_10/08/09_1,1.089963917,1.145700736,0.973856461,1.085883326,0.911227824,1.120962894
540PS0258_08/31/11_2,0.767576689,1.075857526,0.848903216,0.897658705,0.782369142,1.094513287
541PS0055_06/18/08_1,0.660854324,0.145663283,0.417375548,0.900214781,0.490345228,0.402655159
545CR1002_09/02/14_1,0.868137078,0.940270209,NA,NA,0.641003221,0.77395886
545PS0335_07/26/10_2,1.026388657,0.750901101,0.694632503,0.794918871,0.876763676,0.593632588
552FC1226_06/03/14_1,1.362074805,1.275093659,1.212011964,0.865953194,1.215761058,1.166958526
552FCA017_07/09/13_1,1.10967752,1.097592051,0.604390765,0.921921373,1.10737666,0.924550602
553TCCAKR_08/16/10_2,0.924069304,1.21871782,0.517148517,1.122163742,0.806575379,0.88286528
554NYCGWD_08/25/11_2,1.191480593,1.082120542,1.445561521,1.054658754,1.180291296,1.01659683
601PS0077_08/07/12_2,0.992415046,0.827423529,1.445818171,1.088383094,1.149492413,1.098495427
602FC1102_07/08/14_1,1.066132696,1.006824704,0.622939058,0.959079119,1.245944094,0.974633987
603CR1048_09/16/14_1,1.068224317,0.841055146,NA,NA,0.852083899,0.839881494
603DDM005_09/13/11_2,0.883341079,0.957263845,0.478894759,1.111651204,1.017249093,0.98736622
603PS0044_08/30/11_1,0.868852421,1.121379489,0.756126986,1.238479182,0.902528026,1.118514333
603PS0045_08/29/11_2,1.028719988,0.865406537,1.225737868,1.097983858,1.095452323,0.998304623
603PS0075_07/31/12_1,1.204127419,0.916606438,0.630067406,1.111651204,1.234754627,0.929322005
603PS0108_07/24/12_2,0.935883701,1.017478702,1.111099192,1.181183262,1.115463609,1.185994638
603PS1056_07/24/12_1,1.004946765,0.981176912,1.303059036,1.204011196,0.842380768,1.04231235
603RCC156_07/16/13_2,0.907637125,0.792526386,0.488763666,0.401912638,0.704919173,0.883909622
603RCK001_08/09/10_2,1.303253815,1.278198613,1.363638371,1.134232521,1.227425698,1.080368547
603RCK001_08/09/10_3,0.902252641,1.065032035,1.090910697,0.97718212,1.073997486,1.12946031
628PS0715_06/09/10_2,0.850910122,0.623816201,0.616364833,0.234099726,0.684310081,0.478544294
630PS0005_07/31/08_1,1.20203494,1.161020391,0.903114412,1.059134263,0.922820751,0.894523677
630PS0005_07/31/08_2,1.302204519,1.130797839,0.903114412,1.059134263,1.153525938,1.049737129
631FC1099_07/09/14_1,1.224312044,0.622396617,1.290084518,1.158239901,1.221792909,0.831000491
631PS0001_07/28/09_1,1.01688883,1.005853755,1.174722071,0.966952384,0.966914792,0.898509349
631PS0001_07/31/08_1,0.924444391,1.171567721,0.78094756,0.963345969,0.967316426,0.954887524
631PS0001_08/13/08_1,0.924444391,1.089369268,0.319537466,0.834215004,0.799474028,0.871721062
631PS0023_08/04/09_2,1.077090002,0.839024823,0.977003789,1.166706448,1.124113064,0.880329164
631WWK005_07/29/10_2,1.174039501,1.064810961,1.289354504,1.137426508,1.267262937,1.023311901
631WWK005_07/29/10_3,1.174039501,1.101214279,1.289354504,1.185634191,1.267262937,1.071611514
632PS0110_07/08/13_1,1.045664337,0.734571775,0.583547788,0.978887076,1.068595608,0.870265183
632SVR002_07/24/10_2,1.201794683,1.122336595,1.130397292,1.007837539,1.388183988,0.938949639
632SVR002_07/24/10_3,0.832011704,0.947303645,1.412996615,1.167138444,0.946489083,1.080638202
633WIL001_05/18/09_1,1.306935057,0.993854119,0.641423195,1.182067671,1.220402701,0.984676371
633WIL001_06/25/09_1,1.306935057,0.945118939,0.66894558,1.163559688,1.137894175,0.928334698
633WIL001_08/05/09_1,1.425747335,0.841886301,0.855484165,1.114748727,1.191690056,0.802699208
633WIL001_10/01/09_1,1.306935057,0.954850878,0.665109254,1.238479182,1.20622165,0.904124698
634CAT055_08/11/10_1,0.911362342,1.263088771,0.609742045,1.148473067,0.788699783,1.049561193
634SAX002_07/16/10_2,1.156403206,1.132499509,0.828461321,0.998655384,1.188865654,0.924468034
634SAX002_07/16/10_3,0.867302404,1.153842047,0.828461321,1.030791067,0.839199285,1.07598118
634TRT002_07/18/10_1,1.18792064,1.054278914,0.365177776,1.173105791,1.074187284,0.913590038
634UTR005_07/20/10_2,1.179410512,0.907401257,1.139636654,1.06995853,1.280780986,0.917161626
634UTR005_07/20/10_3,1.179410512,1.050623523,1.139636654,0.894151006,1.280780986,0.965099034
635PS0038_08/09/10_2,1.015350314,1.016985871,0.906493656,1.037452324,0.972135161,0.99074887
636SHCWES_07/30/13_2,1.136304342,0.957040332,1.185185684,0.813917193,1.217540926,0.992841677
719WWRAEF_06/09/10_2,1.181688564,0.967804147,0.969977591,1.077926864,1.013771279,0.997644902
719WWRPUS_05/13/13_2,1.232402288,0.911954853,0,0.963091523,0.879744752,1.169613398
801BRC184_06/30/14_1,0.973360152,0.726059924,1.25817101,0.907528511,0.965973454,0.752809856
801BRC184_06/30/14_2,0.973360152,0.701137265,1.006536808,1.094999861,1.030371684,0.742684404
801DRC025_06/25/14_2,0.809184904,1.009151101,1.216209849,0.966952384,0.974343844,1.009315314
801EBC686_06/19/14_2,0.947973299,0.730502667,1.315537879,0.966952384,1.038314046,0.945826405
801S08727_06/05/13_2,0.965263601,1.045394328,1.06202866,0.482889377,0.968489843,0.908740621
801S10259_06/07/12_2,0.916833163,0.50414768,0.684225392,0.683522089,0.844673778,0.730012574
801S16169_06/03/13_1,1.136708535,1.095463904,1.458899676,1.109633858,1.243530137,0.897063909
801SANT1x_03/12/13_1,1.260935019,1.040693447,0.809314942,0.755746043,1.036345498,0.89543069
801SANT1x_04/01/13_1,1.260935019,1.075453388,0.323110753,0.907604283,0.925302045,0.940490128
801SJR159_06/03/14_1,1.050159344,0.762618554,1.081709927,0.941895583,1.058469908,0.698636035
801SNP001_05/13/14_1,1.144317128,0.83836837,1.449373816,0.933228044,1.164488976,0.957552905
801SNP002_05/13/14_1,0.608525574,1.18958222,1.051770432,1.077926864,0.901114364,0.990328066
801WBC106_06/25/14_2,0.852495604,1.141524105,0.971124434,0.903948103,0.976904947,1.06640372
801WE1132_03/26/09_1,1.01097224,0.812788596,0.386617075,0.867912596,0.919449217,0.854764137
801WE1132_04/29/09_1,0.827159106,0.577112216,0.59792051,0.93919539,0.948197037,0.766602679
801WE1132_06/01/09_1,1.01097224,1.168762188,0.841565994,1.188901344,1.121109984,0.988533332
801WE1132_07/08/09_1,0.735252538,0.621490895,1.445671076,1.188901344,0.911338412,1.022578993
845PS0011_05/14/08_1,1.042972124,0.584457829,0.654107062,0.452451219,0.951193967,0.531309655
845PS0011_05/29/08_1,0.912600609,0.449753194,0.642378617,0.444295253,0.822888772,0.477600465
901BELOLV_03/26/15_2,0.931369072,1.281026491,1.352292754,1.122621109,1.101414531,1.227844179
901BELOLV_03/27/14_1,0.716437748,0.979827655,1.350745715,1.057642427,1.004681619,1.070177942
901BELOLV_04/04/13_1,0.931369072,1.117342726,0.905031604,1.222625684,0.878133999,1.080093644
901BELOLV_05/01/14_1,0.931369072,1.006823772,1.493171658,0.989223051,1.145493992,1.021186147
901NP9FLC_03/27/14_1,1.109632612,0.766233373,1.078210053,1.109633858,0.883117839,0.996723318
901NP9FLC_04/30/14_1,1.109632612,0.572781802,1.504296114,1.091492813,1.12134392,0.993196702
901NP9FLC_04/30/14_2,1.109632612,0.708556828,1.504296114,0.975903403,1.12134392,1.120214907
901S00531_05/07/09_1,1.045557591,0.445623773,0.668117612,0.991018272,0.73573028,0.847159111
901S12942_05/30/12_2,0.671093955,0.239746331,0.813216451,0.024956615,0.728516342,0.363827994
901SCCA74_03/07/13_1,1.064500861,1.035702906,1.094593057,0.767546888,1.032707064,0.924972023
901SCCA74_06/08/10_1,0.993534137,1.005906891,1.556894729,0.966164163,1.274471395,1.151618284
902ARO100_04/21/14_1,1.096422991,1.111965997,0.417662779,0.934736497,0.879908251,0.92839503
902ASTRLC_04/03/13_1,1.218247768,1.125917853,0.390561698,1.026095803,0.81558686,0.900116475
902M18864_05/06/15_1,0.937541901,0.545152956,NA,NA,0.606290486,0.970658302
902S01097_05/11/09_1,0.840206186,0.804100483,0.325165414,0.834188256,0.605633009,0.856239744
903ACPCT1_05/29/12_1,0.935001003,1.06926845,1.06357618,0.929621629,1.144552168,1.069165771
903FRC_04/08/14_1,1.04045676,1.131153109,0.93578157,0.989563753,0.960046701,0.972586695
903NP9SLR_03/25/14_1,0.917982475,0.740421323,0.947104531,1.031390643,0.973050857,1.004966496
903SLFRCx_05/07/08_1,0.685986504,0.96844313,0.330703148,0.97718212,0.549512009,1.139852957
903SLGRD2_05/09/08_1,0.949117494,0.497586655,0.667210571,0.74779561,0.688816102,0.82141072
904S02201_05/19/10_2,1.159052326,0.468100001,0.6553902,0.667713162,0.827758634,0.58293784
904S08089_05/20/10_2,0.818061476,0.342406431,0.550783315,0.393303166,0.604647015,0.470366235
905BCC_04/11/14_1,1.07611959,1.14060674,0.933583274,1.033993751,1.025868437,0.925525748
905BCC_05/13/14_1,1.173948643,1.22101802,1.321743964,0.849430026,1.107426677,1.084101617
905DGCC1x_04/03/13_1,1.004474693,0.96230917,1.408940365,1.048422228,1.173571042,1.044217447
905SDYSA7_05/06/08_2,0.860741562,0.255163462,0.265320529,0.855977904,0.625171599,0.486422013
907BCT_04/17/14_1,1.189513494,1.28568972,1.440528555,0.992324209,1.329206803,1.130534434
907CCCR02_03/29/10_1,0.440456753,0.865398204,0.661391986,0.740815177,0.548350329,1.017569484
907CCCR02_05/05/10_1,0.954322965,0.998469253,0.357160373,0.980175705,0.851652307,1.041396147
907CCCR02_05/08/08_1,0.880913506,0.753395963,0.82667157,0.648436378,0.939991316,0.693169322
907CCCR02_06/09/10_1,0.880913506,0.700124164,0.453182188,0.941252851,0.830681674,0.85177378
907CCCR02_07/13/10_1,0.954322965,0.981679344,0.887250041,1.06995853,0.945933586,1.06430343
907CONECR_05/16/12_1,1.204571251,1.025326936,0.78943402,1.065114983,1.040245979,1.053568006
907S03210_05/18/11_2,0.988924762,1.118787366,0.845672946,1.07084182,1.040826517,0.988699091
907S05514_05/18/11_2,1.072448977,0.947301449,0.135785296,1.167138444,0.706777132,0.939286462
907SSDR11_05/05/08_2,1.009537406,0.71822116,0.529877036,0.791663955,0.899427525,0.830032898
909S00282_04/06/15_1,1.197424991,1.020676003,1.731012711,0.929618046,1.416678441,0.927312537
909S00282_04/06/15_2,1.197424991,1.091291916,1.442510592,0.853922668,1.322233212,0.797632468
911COPPER_04/02/13_1,1.21276806,1.070955025,0.904137966,0.954090911,1.335739284,1.150292294
911NCPCR2_03/25/09_1,0.65072655,1.192727614,1.091063161,0.863432592,0.769186979,1.171411253
911NCPCR2_04/28/09_1,0.5784236,1.154006949,0.510562902,0.870896269,0.679814057,1.109818503
911NP9ATC_03/24/14_1,1.303706914,0.98870543,1.300414178,0.911108919,1.352091855,0.97321487
911NP9ATC_04/07/15_2,1.303706914,0.927536267,1.304043508,0.95484108,1.267520597,1.010258145
911NP9ATC_04/29/14_1,1.303706914,1.162566765,1.068937535,1.08025937,1.183101026,1.128396957
911NP9UCW_03/24/14_1,0.967126935,1.026652518,1.335942413,0.889408307,0.999910181,1.017147837
911NP9UCW_04/29/14_1,1.036207431,1.075848549,1.333664949,0.841806701,1.222110694,1.016521688
911S01142_05/24/11_1,0.933235766,1.057320031,0.870298761,1.185634191,0.986860989,1.109300116
911S01818_05/06/09_2,1.115972666,0.847770729,0.463782484,0.907528511,0.886207294,0.810069321
911S04086_05/06/09_2,0.67315389,0.824458381,0.366278271,0.855977904,0.547395428,0.747072866
911TJKC1x_03/18/13_1,0.871848333,1.016182428,0.860979153,0.654647397,0.805890451,0.951699043
911TJKC1x_05/18/12_1,0.938913589,1.064638327,0.779578496,1.141006916,0.916525889,0.856604334
911TJKC1x_06/25/12_1,1.140109358,1.073914197,0.425727395,1.250369305,1.042104075,0.976477273
911TJLCC2_03/18/13_1,1.015155843,0.989497469,0.926987092,1.053352084,0.849561657,0.955941293
911TJLCC2_05/07/08_1,0.951708602,0.742018594,0.943738873,0.910144713,1.071210382,0.917751037
911TJLCC2_06/25/12_1,0.888261362,1.01015322,0.373397645,1.278112925,0.890162187,1.135403085
911TJLCC2_07/09/12_1,0.888261362,0.968154408,0.377648846,1.199357574,0.895527169,1.145643715
911TJLCC2_07/23/12_1,0.888261362,0.971051505,0.566939833,1.031390643,0.977752205,0.964838036
911TJWIL3_05/06/08_1,0.950078966,0.362604887,0.30804654,0.892672543,0.761525313,0.713628991
911TJWIL3_05/06/08_2,1.187598707,0.21132345,0.30804654,0.92450676,0.863062022,0.69324329
AHAH1_06/04/08_1,1.091837951,0.783450524,0.963977186,0.880964986,1.047164241,0.976189268
AHAH1_06/16/07_1,1.213153279,0.915837442,0.598509891,1.015167492,1.099389444,0.962192281
CBAH1_06/16/08_1,1.03242672,0.48672806,0.681317189,0.695456782,0.729131367,0.633267835
CBAH1_06/28/07_1,1.03242672,0.644549876,1.017717516,0.991018272,0.875627435,0.729274112
CBAH1_10/09/07_1,1.03242672,0.619972516,0.515701362,0.966952384,0.778783322,0.624697103
CBLA1_06/04/08_1,1.053746754,0.489944638,0.513188946,0.412026487,0.791804781,0.764087326
